id,game_id,player_id,team_id,timeOnIce,assists,goals,pim,shots,saves,powerPlaySaves,shortHandedSaves,evenSaves,shortHandedShotsAgainst,evenShotsAgainst,powerPlayShotsAgainst,decision,savePercentage,powerPlaySavePercentage,evenStrengthSavePercentage
745,2015020175,8477237,8,3630,0,0,0,27,25,5,0,20,1,21,5,L,92.59259259,100,95.23809524
746,2016020346,8468685,3,3551,0,0,0,34,30,2,0,28,0,31,3,L,88.23529412,66.66666667,90.32258065
747,2016020346,8475195,7,3600,0,0,0,25,22,8,0,14,0,15,10,W,88,80,93.33333333
748,2015020653,8475660,22,3898,0,0,0,37,36,10,0,26,0,27,10,L,97.2972973,100,96.2962963
749,2015020653,8474889,28,3900,0,0,0,25,24,0,0,24,0,25,0,W,96,NA,96
750,2015021157,8476234,1,3513,0,0,0,40,37,7,3,27,3,30,7,L,92.5,100,90
751,2015021157,8471219,13,3597,0,0,0,25,23,7,0,16,0,17,8,W,92,87.5,94.11764706
752,2017020261,8476316,22,3900,0,0,0,19,18,3,0,15,0,16,3,L,94.73684211,100,93.75
753,2017020261,8474651,15,3900,0,0,0,30,29,0,0,29,0,30,0,W,96.66666667,NA,96.66666667
754,2017020454,8467950,9,3585,0,0,0,50,45,20,1,24,1,27,22,L,90,90.90909091,88.88888889
755,2017020454,8477180,28,3597,0,0,0,25,25,8,5,12,5,12,8,W,100,100,100
756,2016020733,8470880,20,3869,0,0,0,27,25,4,1,20,1,22,4,W,92.59259259,100,90.90909091
757,2016020733,8477237,9,3856,0,0,0,26,23,0,1,22,1,25,0,L,88.46153846,NA,88
758,2015020824,8473972,20,3587,0,0,0,35,31,12,2,17,2,18,15,L,88.57142857,80,94.44444444
759,2015020824,8475839,53,3587,0,0,0,27,26,8,0,18,0,19,8,W,96.2962963,100,94.73684211
760,2015020433,8475311,30,3634,0,0,0,21,19,7,0,12,0,13,8,L,90.47619048,87.5,92.30769231
761,2015020433,8474765,53,3613,0,0,0,28,27,6,0,21,0,22,6,W,96.42857143,100,95.45454545
762,2015020298,8475717,21,2400,0,0,0,21,18,5,0,13,0,15,6,,85.71428571,83.33333333,86.66666667
763,2015020298,8473499,21,1200,0,0,0,11,7,2,0,5,0,9,2,L,63.63636364,100,55.55555556
764,2015020298,8474651,15,3600,0,0,0,27,24,1,1,22,1,24,2,W,88.88888889,50,91.66666667
765,2016021161,8471239,1,3600,0,0,0,41,38,5,2,31,2,32,7,L,92.68292683,71.42857143,96.875
766,2016021161,8473607,4,457,0,0,0,6,6,2,0,4,0,4,2,W,100,100,100
767,2016021161,8476932,4,3143,0,0,0,26,26,3,0,23,0,23,3,,100,100,100
768,2017021091,8477225,17,3594,0,0,0,21,18,3,1,14,1,17,3,L,85.71428571,100,82.35294118
769,2017021091,8471734,26,3598,0,0,0,21,20,1,1,18,1,18,2,W,95.23809524,50,100
770,2017020590,8474152,12,3490,0,0,0,29,26,4,0,22,0,25,4,L,89.65517241,100,88
771,2017020590,8475622,19,3600,0,0,0,25,23,4,0,19,0,21,4,W,92,100,90.47619048
772,2016020013,8476434,24,3416,0,0,0,20,16,4,0,12,0,16,4,L,80,100,75
773,2016020013,8474550,25,3594,0,0,0,35,33,9,3,21,4,22,9,W,94.28571429,100,95.45454545
774,2016020526,8474889,28,3763,0,0,0,36,34,2,1,31,1,33,2,W,94.44444444,100,93.93939394
775,2016020526,8476434,24,3766,0,0,0,25,22,4,0,18,0,21,4,L,88,100,85.71428571
776,2016021002,8476914,29,3545,0,0,0,30,26,8,0,18,0,20,10,L,86.66666667,80,90
777,2016021002,8475215,7,2370,0,0,0,24,24,7,0,17,0,17,7,W,100,100,100
778,2016021002,8475195,7,1188,0,0,0,12,9,0,0,9,0,12,0,,75,NA,75
779,2017020949,8476883,14,3876,0,0,0,32,29,4,0,25,0,27,5,W,90.625,80,92.59259259
780,2017020949,8474550,8,3878,0,0,0,39,36,9,2,25,2,26,11,L,92.30769231,81.81818182,96.15384615
781,2015020613,8470880,19,2277,0,0,0,27,25,6,0,19,0,20,7,L,92.59259259,85.71428571,95
782,2015020613,8474596,19,1623,0,0,0,12,11,1,0,10,0,11,1,,91.66666667,100,90.90909091
783,2015020613,8476434,24,3897,0,0,0,28,25,4,1,20,1,23,4,W,89.28571429,100,86.95652174
784,2016020839,8475215,7,3600,0,0,0,41,39,3,0,36,0,38,3,W,95.12195122,100,94.73684211
785,2016020839,8467950,9,3529,0,0,0,25,22,0,0,22,0,25,0,L,88,NA,88
786,2015020160,8475831,15,3824,0,0,0,27,26,8,0,18,0,19,8,W,96.2962963,100,94.73684211
787,2015020160,8471219,13,3823,0,0,0,27,25,2,0,23,0,25,2,L,92.59259259,100,92
788,2016021010,8475831,15,3519,0,0,0,21,18,6,0,12,0,14,7,L,85.71428571,85.71428571,85.71428571
789,2016021010,8471734,26,3600,0,0,0,19,17,0,2,15,2,16,1,W,89.47368421,0,93.75
790,2016021205,8475660,22,3600,0,0,0,15,13,2,0,11,0,13,2,W,86.66666667,100,84.61538462
791,2016021205,8474889,28,3534,0,0,0,32,28,8,2,18,2,20,10,L,87.5,80,90
792,2017021265,8476914,29,3586,0,0,0,26,23,2,0,21,0,22,4,L,88.46153846,50,95.45454545
793,2017021265,8477424,18,1200,0,0,0,8,7,0,0,7,1,7,0,,87.5,NA,100
794,2017021265,8471469,18,2400,0,0,0,23,22,2,1,19,1,20,2,W,95.65217391,100,95
795,2017021209,8476945,52,3597,0,0,0,29,28,3,2,23,2,23,4,W,96.55172414,75,100
796,2017021209,8470147,10,3498,0,0,0,29,26,3,1,22,1,24,4,L,89.65517241,75,91.66666667
797,2015020352,8473972,20,3600,0,0,0,29,24,1,2,21,2,24,3,L,82.75862069,33.33333333,87.5
798,2015020352,8474889,28,3600,0,0,0,27,25,4,1,20,1,22,4,W,92.59259259,100,90.90909091
799,2015020287,8473503,10,3900,0,0,0,34,33,0,0,33,0,34,0,W,97.05882353,NA,97.05882353
800,2015020287,8470320,12,3900,0,0,0,25,24,5,0,19,0,19,6,L,96,83.33333333,100
801,2016020253,8471239,1,3505,0,0,0,23,20,2,1,17,1,20,2,L,86.95652174,100,85
802,2016020253,8473541,24,3600,0,0,0,29,27,5,0,22,0,24,5,W,93.10344828,100,91.66666667
803,2015020405,8475622,18,3551,0,0,0,17,15,3,0,12,0,13,4,W,88.23529412,75,92.30769231
804,2015020405,8475361,6,3517,0,0,0,33,30,1,0,29,0,30,3,L,90.90909091,33.33333333,96.66666667
805,2017020330,8471750,25,3600,0,0,0,32,29,8,0,21,0,24,8,L,90.625,100,87.5
806,2017020330,8473541,21,3588,0,0,0,28,28,4,1,23,1,23,4,W,100,100,100
807,2015020752,8470645,16,3600,0,0,0,23,22,4,1,17,1,18,4,W,95.65217391,100,94.44444444
808,2015020752,8475717,21,3474,0,0,0,42,40,1,0,39,0,41,1,L,95.23809524,100,95.12195122
809,2016020875,8470147,10,3600,0,0,0,37,37,8,0,29,0,29,8,W,100,100,100
810,2016020875,8470320,12,2942,0,0,0,24,20,1,0,19,0,23,1,L,83.33333333,100,82.60869565
811,2016020875,8475663,12,658,0,0,0,7,7,0,0,7,0,7,0,,100,NA,100
812,2015020586,8470320,12,3767,0,0,0,27,26,1,0,25,0,26,1,L,96.2962963,100,96.15384615
813,2015020586,8475660,22,3767,0,0,0,29,29,1,0,28,0,28,1,W,100,100,100
814,2015020265,8476883,14,3579,0,0,0,20,19,4,1,14,1,15,4,L,95,100,93.33333333
815,2015020265,8466141,13,3600,0,0,0,39,39,0,0,39,0,39,0,W,100,NA,100
816,2017020410,8470140,25,3599,0,0,0,27,25,5,1,19,1,21,5,W,92.59259259,100,90.47619048
817,2017020410,8473575,21,1807,0,0,0,18,16,7,0,9,0,11,7,,88.88888889,100,81.81818182
818,2017020410,8473541,21,1672,0,0,0,9,5,0,0,5,0,9,0,L,55.55555556,NA,55.55555556
819,2017020740,8471734,26,1461,0,0,0,19,14,6,0,8,0,11,8,L,73.68421053,75,72.72727273
820,2017020740,8475311,26,2139,0,0,0,16,15,1,3,11,3,11,2,,93.75,50,100
821,2017020740,8474593,23,3600,0,0,0,32,30,4,4,22,4,23,5,W,93.75,80,95.65217391
822,2016020140,8471469,18,3590,0,0,0,29,28,7,3,18,3,19,7,W,96.55172414,100,94.73684211
823,2016020140,8473575,21,3580,0,0,0,36,31,8,0,23,0,27,9,L,86.11111111,88.88888889,85.18518519
824,2016021056,8471679,8,3900,0,0,0,31,28,5,0,23,0,25,6,W,90.32258065,83.33333333,92
825,2016021056,8467950,9,3871,0,0,0,32,29,0,0,29,0,32,0,L,90.625,NA,90.625
826,2015020308,8474596,19,3600,0,0,0,25,24,4,0,20,0,21,4,W,96,100,95.23809524
827,2015020308,8476999,7,3532,0,0,0,26,24,0,1,23,1,25,0,L,92.30769231,NA,92
828,2016020999,8470594,5,3900,0,0,0,42,40,2,1,37,1,38,3,W,95.23809524,66.66666667,97.36842105
829,2016020999,8475660,22,3900,0,0,0,30,28,2,0,26,0,28,2,L,93.33333333,100,92.85714286
830,2017020940,8470140,25,3600,0,0,0,18,18,3,0,15,0,15,3,W,100,100,100
831,2017020940,8471734,26,3524,0,0,0,27,26,0,0,26,0,27,0,L,96.2962963,NA,96.2962963
832,2016020886,8471306,2,3600,0,0,0,27,26,2,1,23,1,23,3,W,96.2962963,66.66666667,100
833,2016020886,8475852,17,3450,0,0,0,22,19,2,0,17,0,19,3,L,86.36363636,66.66666667,89.47368421
834,2015020251,8466141,13,3846,0,0,0,28,24,4,0,20,0,24,4,W,85.71428571,100,83.33333333
835,2015020251,8471750,14,3899,0,0,0,23,19,3,0,16,0,19,4,L,82.60869565,75,84.21052632
836,2017020565,8471750,25,3535,0,0,2,30,27,4,2,21,2,23,5,L,90,80,91.30434783
837,2017020565,8471774,30,3597,0,0,0,26,24,3,0,21,0,22,4,W,92.30769231,75,95.45454545
838,2015020714,8471750,14,2398,0,0,0,30,26,7,0,19,0,22,8,L,86.66666667,87.5,86.36363636
839,2015020714,8476883,14,854,0,0,0,4,4,0,1,3,1,3,0,,100,NA,100
840,2015020714,8466141,13,3600,0,0,0,40,38,11,1,26,1,27,12,W,95,91.66666667,96.2962963
841,2016020516,8475660,22,3802,0,0,0,31,28,7,2,19,2,21,8,L,90.32258065,87.5,90.47619048
842,2016020516,8474889,28,3802,0,0,0,18,16,5,0,11,0,13,5,W,88.88888889,100,84.61538462
843,2016020466,8475195,7,3900,0,0,0,22,21,0,0,21,0,22,0,L,95.45454545,NA,95.45454545
844,2016020466,8470320,12,3900,0,0,0,24,23,0,1,22,1,23,0,W,95.83333333,NA,95.65217391
845,2015020535,8474651,15,3600,0,0,0,31,31,2,0,29,0,29,2,W,100,100,100
846,2015020535,8476999,7,3497,0,0,0,26,24,1,0,23,0,25,1,L,92.30769231,100,92
847,2017020824,8471418,6,3575,1,0,0,22,21,1,0,20,0,21,1,W,95.45454545,100,95.23809524
848,2017020824,8471715,3,1955,0,0,0,18,16,4,1,11,2,12,4,,88.88888889,100,91.66666667
849,2017020824,8468685,3,1645,0,0,0,16,12,0,0,12,0,16,0,L,75,NA,75
850,2016020326,8467950,9,3600,0,0,0,33,33,4,0,29,0,29,4,W,100,100,100
851,2016020326,8477293,3,3461,0,0,0,20,18,0,0,18,0,19,1,L,90,0,94.73684211
852,2017020480,8475215,7,3478,0,0,0,27,25,6,0,19,0,21,6,L,92.59259259,100,90.47619048
853,2017020480,8470880,4,3600,0,0,0,20,19,1,1,17,1,18,1,W,95,100,94.44444444
854,2015020186,8471695,6,3528,0,0,0,30,27,6,0,21,0,23,7,L,90,85.71428571,91.30434783
855,2015020186,8474651,15,3600,0,0,0,29,28,1,1,26,1,26,2,W,96.55172414,50,100
856,2015020366,8474550,25,3900,0,0,0,32,29,5,0,24,0,27,5,L,90.625,100,88.88888889
857,2015020366,8471403,20,3900,0,0,0,29,26,2,1,23,1,26,2,W,89.65517241,100,88.46153846
858,2015020658,8476945,52,3600,0,0,0,24,24,6,0,18,0,18,6,W,100,100,100
859,2015020658,8471227,30,3470,0,0,0,26,25,3,0,22,0,23,3,L,96.15384615,100,95.65217391
860,2017020882,8475215,7,3673,0,0,0,36,33,6,2,25,2,28,6,L,91.66666667,100,89.28571429
861,2017020882,8467950,9,3596,0,0,0,25,23,4,1,18,1,20,4,W,92,100,90
862,2016020361,8474152,16,3508,0,0,0,30,27,5,0,22,0,25,5,L,90,100,88
863,2016020361,8473461,4,3600,0,0,0,27,26,0,1,25,1,26,0,W,96.2962963,NA,96.15384615
864,2015021176,8475299,20,3575,0,0,0,28,28,3,0,25,0,25,3,W,100,100,100
865,2015021176,8475660,22,3591,0,0,0,35,30,6,3,21,4,24,7,L,85.71428571,85.71428571,87.5
866,2017021088,8473575,21,3600,0,0,0,45,44,3,1,40,1,41,3,W,97.77777778,100,97.56097561
867,2017021088,8474596,19,3454,0,0,0,22,19,0,1,18,1,21,0,L,86.36363636,NA,85.71428571
868,2016020450,8471227,30,3600,0,0,0,36,34,7,0,27,0,28,8,W,94.44444444,87.5,96.42857143
869,2016020450,8471469,18,3555,0,0,2,17,14,0,0,14,0,16,1,L,82.35294118,0,87.5
870,2015020046,8467950,9,3589,0,0,0,41,38,14,0,24,0,26,15,W,92.68292683,93.33333333,92.30769231
871,2015020046,8475683,29,3545,0,0,0,26,20,4,0,16,0,21,5,L,76.92307692,80,76.19047619
872,2016020923,8471469,18,3765,0,0,0,32,28,6,0,22,0,26,6,W,87.5,100,84.61538462
873,2016020923,8475215,7,3765,0,0,0,41,36,8,0,28,0,32,9,L,87.80487805,88.88888889,87.5
874,2016020030,8476434,24,3610,0,0,0,30,27,5,0,22,0,25,5,L,90,100,88
875,2016020030,8470860,2,3652,0,0,0,26,24,7,0,17,0,19,7,W,92.30769231,100,89.47368421
876,2017020588,8471679,8,3456,0,0,0,33,31,3,0,28,0,30,3,L,93.93939394,100,93.33333333
877,2017020588,8473503,13,3590,0,0,0,38,38,0,2,36,2,36,0,W,100,NA,100
878,2017020226,8477293,53,3519,0,0,0,37,34,9,0,25,0,27,10,L,91.89189189,90,92.59259259
879,2017020226,8476899,5,3589,0,0,0,25,24,2,1,21,1,22,2,W,96,100,95.45454545
880,2016021042,8474152,16,3592,0,0,0,34,33,5,0,28,0,28,6,W,97.05882353,83.33333333,100
881,2016021042,8477237,9,3531,0,0,0,28,26,6,1,19,1,20,7,L,92.85714286,85.71428571,95
882,2015020507,8474596,19,3589,0,0,0,32,32,0,1,31,1,31,0,W,100,NA,100
883,2015020507,8471695,6,3448,0,0,0,29,27,2,0,25,0,27,2,L,93.10344828,100,92.59259259
884,2016021226,8477465,5,3525,0,0,0,25,22,0,0,22,0,24,1,L,88,0,91.66666667
885,2016021226,8476433,3,3599,0,0,0,24,22,0,0,22,0,24,0,W,91.66666667,NA,91.66666667
886,2016020565,8475195,7,3595,0,0,0,25,24,3,1,20,1,21,3,W,96,100,95.23809524
887,2016020565,8468685,3,3600,0,0,0,19,15,4,0,11,0,14,5,L,78.94736842,80,78.57142857
888,2016020090,8474636,52,3536,0,0,0,26,23,8,1,14,1,16,9,L,88.46153846,88.88888889,87.5
889,2016020090,8474550,25,3593,0,0,0,30,28,5,0,23,0,24,6,W,93.33333333,83.33333333,95.83333333
890,2015020169,8474550,25,3544,0,0,0,26,22,4,0,18,0,20,6,L,84.61538462,66.66666667,90
891,2015020169,8473503,10,3600,0,0,0,44,43,2,2,39,2,40,2,W,97.72727273,100,97.5
892,2017020388,8477465,5,3600,0,0,0,34,34,1,2,31,2,31,1,W,100,100,100
893,2017020388,8475215,7,3600,0,0,0,25,21,1,3,17,3,21,1,L,84,100,80.95238095
894,2017020514,8476899,5,3504,0,0,0,36,33,4,1,28,1,30,5,L,91.66666667,80,93.33333333
895,2017020514,8473575,21,3600,0,0,0,32,30,2,0,28,0,30,2,W,93.75,100,93.33333333
896,2015020923,8466141,13,3865,0,0,0,25,22,5,0,17,0,19,6,L,88,83.33333333,89.47368421
897,2015020923,8476914,29,3900,0,0,0,31,28,6,3,19,3,21,7,W,90.32258065,85.71428571,90.47619048
898,2017020626,8476434,24,3900,0,0,0,34,33,8,0,25,0,26,8,L,97.05882353,100,96.15384615
899,2017020626,8475660,22,3869,0,0,0,34,33,2,1,30,1,30,3,W,97.05882353,66.66666667,100
900,2017020109,8471679,8,3600,0,0,0,45,39,4,2,33,2,38,5,L,86.66666667,80,86.84210526
901,2017020109,8476434,24,3569,0,0,0,51,49,13,2,34,2,35,14,W,96.07843137,92.85714286,97.14285714
902,2017020883,8470657,17,3600,0,0,0,32,28,5,1,22,1,24,7,L,87.5,71.42857143,91.66666667
903,2017020883,8476883,14,3593,0,0,0,39,38,4,1,33,1,33,5,W,97.43589744,80,100
904,2016020592,8476883,14,3359,0,0,0,44,40,8,2,30,2,34,8,L,90.90909091,100,88.23529412
905,2016020592,8473607,4,3598,0,0,0,26,24,0,0,24,0,26,0,W,92.30769231,NA,92.30769231
906,2016021045,8470140,25,3600,0,0,0,28,26,5,0,21,0,22,6,W,92.85714286,83.33333333,95.45454545
907,2016021045,8468011,23,3424,0,0,0,36,32,2,0,30,0,33,3,L,88.88888889,66.66666667,90.90909091
908,2015020402,8473434,7,3480,0,0,0,28,24,0,2,22,2,25,1,L,85.71428571,0,88
909,2015020402,8475195,22,3597,0,0,0,34,32,8,0,24,0,25,9,W,94.11764706,88.88888889,96
910,2016020479,8475660,22,3772,0,0,0,27,25,1,1,23,1,25,1,W,92.59259259,100,92
911,2016020479,8475622,19,3775,0,0,0,35,32,1,1,30,1,33,1,L,91.42857143,100,90.90909091
912,2016020960,8475852,17,3530,0,0,0,38,34,3,0,31,0,35,3,L,89.47368421,100,88.57142857
913,2016020960,8475660,22,3600,0,0,0,25,22,0,2,20,2,23,0,W,88,NA,86.95652174
914,2016021111,8471418,6,3600,0,0,0,19,18,8,1,9,1,10,8,W,94.73684211,100,90
915,2016021111,8471306,2,3491,0,0,0,18,16,1,0,15,0,17,1,L,88.88888889,100,88.23529412
916,2017021071,8471695,6,3597,0,0,0,33,29,2,1,26,2,27,4,W,87.87878788,50,96.2962963
917,2017021071,8470320,12,3582,0,0,0,33,28,4,1,23,1,27,5,L,84.84848485,80,85.18518519
918,2015020050,8471469,18,3485,0,0,0,28,24,2,2,20,2,24,2,L,85.71428571,100,83.33333333
919,2015020050,8471306,2,3600,0,0,0,47,44,3,1,40,1,43,3,W,93.61702128,100,93.02325581
920,2016020956,8471679,8,3600,0,0,0,27,26,0,0,26,0,27,0,W,96.2962963,NA,96.2962963
921,2016020956,8468685,3,3600,0,0,0,35,31,1,0,30,0,34,1,L,88.57142857,100,88.23529412
922,2017020900,8471679,8,3009,0,0,0,28,25,1,4,20,4,23,1,L,89.28571429,100,86.95652174
923,2017020900,8474550,8,591,0,0,0,6,3,1,0,2,0,4,2,,50,50,50
924,2017020900,8470594,54,3600,0,0,2,33,30,0,0,30,0,32,1,W,90.90909091,0,93.75
925,2017021038,8479292,8,3594,0,0,0,32,27,2,3,22,4,25,3,L,84.375,66.66666667,88
926,2017021038,8466141,13,3600,0,0,0,40,40,9,0,31,0,31,9,W,100,100,100
927,2015020408,8470860,2,3900,0,0,0,46,43,4,0,39,1,41,4,W,93.47826087,100,95.12195122
928,2015020408,8473607,4,2626,0,0,0,16,16,0,0,16,0,16,0,L,100,NA,100
929,2015020408,8473461,4,1270,0,0,0,10,7,1,0,6,0,8,2,,70,50,75
930,2016020962,8471306,2,1200,0,0,0,21,17,2,0,15,0,19,2,L,80.95238095,100,78.94736842
931,2016020962,8475234,2,2238,0,0,0,16,15,0,0,15,0,16,0,,93.75,NA,93.75
932,2016020962,8470880,20,3592,0,0,0,35,33,5,0,28,0,30,5,W,94.28571429,100,93.33333333
933,2015020297,8474889,28,3600,0,0,0,39,38,8,0,30,0,30,9,W,97.43589744,88.88888889,100
934,2015020297,8470594,5,3426,0,0,0,29,26,7,0,19,0,22,7,L,89.65517241,100,86.36363636
935,2016020341,8469608,53,3619,0,0,0,42,40,5,0,35,0,36,6,L,95.23809524,83.33333333,97.22222222
936,2016020341,8474889,28,3619,0,0,0,19,18,3,0,15,0,16,3,W,94.73684211,100,93.75
937,2017021101,8479292,8,3600,0,0,0,49,45,7,0,38,0,40,9,L,91.83673469,77.77777778,95
938,2017021101,8470147,10,3589,1,0,0,33,33,0,0,33,0,33,0,W,100,NA,100
939,2016021206,8476883,14,3600,0,0,0,29,27,4,0,23,1,24,4,W,93.10344828,100,95.83333333
940,2016021206,8471679,8,3461,0,0,0,22,18,5,1,12,1,16,5,L,81.81818182,100,75
941,2017020529,8476945,52,3896,0,0,0,33,32,7,1,24,1,25,7,L,96.96969697,100,96
942,2017020529,8471695,6,3900,0,0,0,38,37,7,0,30,0,31,7,W,97.36842105,100,96.77419355
943,2016021204,8476903,20,3600,0,0,0,28,27,3,0,24,0,25,3,W,96.42857143,100,96
944,2016021204,8471750,26,3585,0,0,0,24,20,2,2,16,2,19,3,L,83.33333333,66.66666667,84.21052632
945,2016020917,8474596,19,3504,0,0,0,41,38,0,0,38,0,40,1,L,92.68292683,0,95
946,2016020917,8474152,16,3566,0,0,0,32,30,0,0,30,0,31,1,W,93.75,0,96.77419355
947,2016020290,8476899,5,3596,0,0,0,17,16,4,1,11,1,11,5,W,94.11764706,80,100
948,2016020290,8468685,3,1977,0,0,0,17,13,6,0,7,0,11,6,L,76.47058824,100,63.63636364
949,2016020290,8477293,3,1623,0,0,0,21,19,2,0,17,0,19,2,,90.47619048,100,89.47368421
950,2016020915,8475660,22,3485,0,0,0,28,23,2,0,21,0,23,5,L,82.14285714,40,91.30434783
951,2016020915,8471469,18,3600,0,0,0,32,28,5,0,23,0,25,7,W,87.5,71.42857143,92
952,2016020963,8475683,29,3600,0,0,0,20,20,3,0,17,0,17,3,W,100,100,100
953,2016020963,8471239,1,3600,0,0,0,22,19,0,0,19,0,22,0,L,86.36363636,NA,86.36363636
954,2016020723,8471227,30,3900,0,0,0,37,35,6,1,28,1,29,7,W,94.59459459,85.71428571,96.55172414
955,2016020723,8470140,25,3878,0,0,0,33,31,1,1,29,1,30,2,L,93.93939394,50,96.66666667
956,2017020396,8471695,6,3600,0,0,0,28,28,9,0,19,0,19,9,W,100,100,100
957,2017020396,8470880,4,3403,0,0,0,27,24,1,2,21,2,24,1,L,88.88888889,100,87.5
958,2015020816,8473541,10,3505,0,0,0,34,30,10,0,20,0,23,11,L,88.23529412,90.90909091,86.95652174
959,2015020816,8475660,22,3600,0,0,0,36,34,14,0,20,0,22,14,W,94.44444444,100,90.90909091
960,2016020293,8476945,52,3560,0,0,0,25,23,2,0,21,0,22,3,L,92,66.66666667,95.45454545
961,2016020293,8471227,30,3586,0,0,0,16,15,1,1,13,1,13,2,W,93.75,50,100
962,2015021180,8471227,30,3557,0,0,0,33,29,5,0,24,0,26,7,L,87.87878788,71.42857143,92.30769231
963,2015021180,8471715,52,3600,0,0,0,29,28,1,0,27,0,28,1,W,96.55172414,100,96.42857143
964,2016020225,8475311,30,3828,0,0,0,36,35,5,2,28,2,29,5,W,97.22222222,100,96.55172414
965,2016020225,8467950,9,3833,0,0,0,42,40,5,1,34,2,35,5,L,95.23809524,100,97.14285714
966,2017020621,8470594,54,3481,0,0,0,39,37,6,0,31,0,33,6,L,94.87179487,100,93.93939394
967,2017020621,8475622,19,3600,0,0,0,33,32,2,0,30,0,31,2,W,96.96969697,100,96.77419355
968,2016021174,8473541,24,3588,0,0,0,21,18,3,0,15,0,16,5,W,85.71428571,60,93.75
969,2016021174,8470880,20,3540,0,0,0,34,30,4,1,25,1,28,5,L,88.23529412,80,89.28571429
970,2016021218,8475660,22,3600,0,0,0,31,29,5,0,24,0,25,6,W,93.5483871,83.33333333,96
971,2016021218,8468011,23,3465,0,0,0,35,32,6,0,26,0,28,7,L,91.42857143,85.71428571,92.85714286
972,2016020499,8476434,24,3841,0,0,0,18,16,1,2,13,2,14,2,L,88.88888889,50,92.85714286
973,2016020499,8477237,9,3843,0,0,0,25,24,3,0,21,0,21,4,W,96,75,100
974,2017020600,8476945,52,3600,0,0,0,35,35,1,1,33,1,33,1,W,100,100,100
975,2017020600,8475660,22,3595,0,0,0,38,33,4,3,26,3,29,6,L,86.84210526,66.66666667,89.65517241
976,2016020056,8474651,15,3600,0,0,0,28,26,5,1,20,1,21,6,W,92.85714286,83.33333333,95.23809524
977,2016020056,8466141,13,3547,0,0,0,29,25,2,0,23,0,27,2,L,86.20689655,100,85.18518519
978,2017020296,8473503,13,3500,0,0,0,19,16,0,0,16,0,19,0,L,84.21052632,NA,84.21052632
979,2017020296,8475311,26,3593,0,0,0,24,24,1,0,23,0,23,1,W,100,100,100
980,2015021166,8474593,23,3582,0,0,0,36,34,3,1,30,1,32,3,W,94.44444444,100,93.75
981,2015021166,8476434,24,3476,0,0,0,28,25,2,0,23,0,26,2,L,89.28571429,100,88.46153846
982,2016020192,8475839,53,3594,0,0,0,27,25,0,1,24,1,25,1,W,92.59259259,0,96
983,2016020192,8475717,21,3518,0,0,0,25,21,2,0,19,0,22,3,L,84,66.66666667,86.36363636
984,2015020226,8469608,53,3600,0,0,0,35,33,2,0,31,0,32,3,W,94.28571429,66.66666667,96.875
985,2015020226,8471734,26,3543,0,0,0,25,22,6,0,16,0,19,6,L,88,100,84.21052632
986,2015020501,8476914,29,3568,0,0,2,34,30,3,0,27,0,29,5,L,88.23529412,60,93.10344828
987,2015020501,8476899,5,3600,0,0,0,24,22,2,0,20,0,22,2,W,91.66666667,100,90.90909091
988,2017020754,8470147,10,3600,0,0,0,40,39,5,0,34,0,35,5,W,97.5,100,97.14285714
989,2017020754,8471750,25,3574,0,0,0,29,25,5,1,19,1,22,6,L,86.20689655,83.33333333,86.36363636
990,2016021164,8476434,24,3686,0,0,0,37,34,7,0,27,0,29,8,L,91.89189189,87.5,93.10344828
991,2016021164,8475660,22,3686,0,0,0,18,16,0,0,16,0,16,2,W,88.88888889,0,100
992,2017020228,8471469,18,3587,0,0,0,36,35,6,3,26,3,27,6,W,97.22222222,100,96.2962963
993,2017020228,8476914,29,3532,0,0,0,28,26,6,2,18,2,20,6,L,92.85714286,100,90
994,2015020027,8474550,25,3600,0,0,2,28,22,3,3,16,3,20,5,L,78.57142857,60,80
995,2015020027,8473575,21,3600,0,0,0,33,30,6,1,23,1,25,7,W,90.90909091,85.71428571,92
996,2017020941,8471227,30,3600,0,0,0,23,22,4,1,17,1,18,4,W,95.65217391,100,94.44444444
997,2017020941,8480382,3,3600,0,0,0,37,33,3,0,30,0,33,4,L,89.18918919,75,90.90909091
998,2015020040,8474889,28,3594,0,0,0,31,31,4,5,22,5,22,4,W,100,100,100
999,2015020040,8474651,15,3347,0,0,0,30,27,7,1,19,1,21,8,L,90,87.5,90.47619048
1000,2015020076,8470880,19,3576,0,0,0,29,27,10,1,16,1,16,12,W,93.10344828,83.33333333,100
1001,2015020076,8471715,52,3543,0,0,0,41,37,11,1,25,1,28,12,L,90.24390244,91.66666667,89.28571429
1002,2016020959,8470645,16,3600,0,0,0,35,32,6,0,26,0,29,6,W,91.42857143,100,89.65517241
1003,2016020959,8477424,18,3583,0,0,0,32,28,2,0,26,0,28,4,L,87.5,50,92.85714286
1004,2016020363,8466141,13,3463,0,0,0,21,19,6,1,12,1,14,6,L,90.47619048,100,85.71428571
1005,2016020363,8477237,9,3600,0,0,0,24,24,6,3,15,3,15,6,W,100,100,100
1006,2016020578,8475660,22,3600,0,0,0,36,33,5,1,27,1,29,6,W,91.66666667,83.33333333,93.10344828
1007,2016020578,8471695,6,3520,0,0,0,25,21,1,0,20,0,24,1,L,84,100,83.33333333
1008,2016020416,8474593,23,3534,0,0,0,41,38,7,2,29,2,32,7,L,92.68292683,100,90.625
