"game_id","player_id","team_id","timeOnIce","assists","goals","shots","hits","powerPlayGoals","powerPlayAssists","penaltyMinutes","faceOffWins","faceoffTaken","takeaways","giveaways","shortHandedGoals","shortHandedAssists","blocked","plusMinus","evenTimeOnIce","shortHandedTimeOnIce","powerPlayTimeOnIce"
"2017020586","8474628","20",879,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,736,143,0
"2017020586","8474749","20",719,1,0,1,5,0,0,0,0,0,0,1,0,0,2,1,719,0,0
"2017020586","8475907","20",677,0,1,2,2,0,0,0,0,0,0,0,0,0,0,1,590,0,87
"2017020586","8477903","20",659,0,0,3,1,0,0,4,0,0,0,1,0,0,0,0,575,84,0
"2017020586","8477935","20",937,0,0,1,2,0,0,0,1,1,0,1,0,0,0,0,704,146,87
"2017020586","8477508","20",489,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,489,0,0
"2017020586","8471426","20",720,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,459,261,0
"2017020586","8474612","20",1337,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1000,337,0
"2017020586","8474673","20",1343,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1033,223,87
"2017020586","8476873","20",984,0,0,1,2,0,0,0,5,11,1,1,0,0,0,0,739,158,87
"2017020586","8474150","20",1253,0,0,1,0,0,0,4,9,11,0,0,0,0,0,0,949,123,181
"2017020586","8476346","20",1123,0,0,4,0,0,0,0,0,0,1,1,0,0,0,1,942,0,181
"2017020586","8479314","20",1123,0,0,3,0,0,0,7,1,1,0,1,0,0,0,-1,942,0,181
"2017020586","8477497","20",1082,0,0,2,1,0,0,2,10,23,1,3,0,0,0,0,852,49,181
"2017020586","8476462","20",1203,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,1081,35,87
"2017020586","8470162","20",688,0,0,0,2,0,0,0,6,13,0,0,0,0,0,0,479,209,0
"2017020586","8448208","20",781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,781,0,0
"2017020586","8470616","24",889,0,0,1,0,0,0,5,6,12,0,2,0,0,2,0,686,63,140
"2017020586","8468535","24",565,0,0,0,1,0,0,0,6,13,0,0,0,0,0,0,417,91,57
"2017020586","8467400","24",916,0,0,2,0,0,0,0,0,0,0,0,0,0,1,-1,789,99,28
"2017020586","8475764","24",1658,0,1,4,0,0,0,0,0,0,0,2,0,0,1,1,1176,96,386
"2017020586","8470612","24",1488,2,0,3,1,0,1,0,9,20,1,3,0,0,1,0,1075,21,392
"2017020586","8477986","24",785,0,0,3,0,0,0,2,0,0,1,0,0,0,1,0,620,42,123
"2017020586","8476854","24",1342,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1083,130,129
"2017020586","8471699","24",809,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,713,96,0
"2017020586","8476971","24",491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,351,28,112
"2017020586","8477941","24",750,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,750,0,0
"2017020586","8476312","24",1107,0,0,5,2,0,0,4,0,0,0,0,0,0,3,0,1060,45,2
"2017020586","8476400","24",681,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,674,7,0
"2017020586","8474641","24",1116,0,0,3,1,0,0,0,7,13,1,1,0,0,1,0,786,60,270
"2017020586","8476483","24",1236,1,1,2,2,1,0,2,1,2,0,2,0,0,1,0,861,0,375
"2017020586","8475780","24",749,0,0,1,4,0,0,0,0,2,0,0,0,0,0,-1,591,141,17
"2017020586","8475164","24",1054,1,0,2,0,0,1,0,0,0,1,0,0,0,1,0,633,57,364
"2017020586","8469598","24",1058,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,942,96,20
"2017020586","8478131","24",939,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,796,0,143
